@relation 'adult-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.instance.RemovePercentage-P25.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R2,8-9,11,13'

@attribute age numeric
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute capital-gain numeric
@attribute hours-per-week numeric
@attribute class {>50K,<=50K}

@data
0.136986,Bachelors,0.8,Never-married,Tech-support,Not-in-family,0,0.142857,<=50K
0.041096,HS-grad,0.533333,Never-married,?,Other-relative,0,0.397959,<=50K
0.465753,HS-grad,0.533333,Divorced,Other-service,Not-in-family,0,0.397959,<=50K
0.39726,1st-4th,0.066667,Married-civ-spouse,Handlers-cleaners,Husband,0,0.397959,<=50K
0.424658,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,0,0.602041,>50K
0.30137,Masters,0.866667,Divorced,Prof-specialty,Not-in-family,0,0.397959,<=50K
0.452055,Assoc-acdm,0.733333,Married-civ-spouse,Handlers-cleaners,Husband,0.150242,0.44898,>50K
0.328767,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0,0.397959,>50K
0.054795,Some-college,0.6,Never-married,Prof-specialty,Not-in-family,0,0.244898,<=50K
0.506849,Assoc-acdm,0.733333,Married-civ-spouse,Sales,Husband,0,0.5,>50K
0.315068,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,0,0.397959,>50K
0.369863,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0,0.408163,<=50K
0.452055,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,0,0.5,>50K
0.342466,Some-college,0.6,Divorced,Exec-managerial,Unmarried,0,0.44898,<=50K
0.232877,HS-grad,0.533333,Never-married,Craft-repair,Not-in-family,0,0.397959,<=50K
0.39726,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,0,0.397959,<=50K
0.246575,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0,0.397959,<=50K
0.287671,Assoc-acdm,0.733333,Married-civ-spouse,Prof-specialty,Husband,0,0.397959,>50K
0.273973,Prof-school,0.933333,Divorced,Prof-specialty,Not-in-family,0.140841,0.357143,>50K
0.178082,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0,0.397959,<=50K
0.068493,Bachelors,0.8,Never-married,Exec-managerial,Own-child,0,0.397959,<=50K
0.054795,HS-grad,0.533333,Never-married,Adm-clerical,Own-child,0,0.397959,<=50K
0.315068,Preschool,0,Married-spouse-absent,Adm-clerical,Own-child,0,0.397959,<=50K
0.534247,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0,0.55102,<=50K
0.424658,9th,0.266667,Married-civ-spouse,Machine-op-inspct,Husband,0,0.397959,<=50K
0.054795,Assoc-voc,0.666667,Never-married,Other-service,Own-child,0,0.357143,<=50K
0.479452,11th,0.4,Widowed,Craft-repair,Not-in-family,0,0.397959,<=50K
0.589041,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,0,0.5,>50K
0.383562,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,0,0.5,>50K
0.178082,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,0,0.44898,<=50K
0.191781,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,0.02829,0.397959,<=50K
0.356164,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,0,0.346939,<=50K
0.260274,9th,0.266667,Married-civ-spouse,Craft-repair,Husband,0,0.346939,<=50K
0.342466,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,0,0.602041,<=50K
0.150685,Masters,0.866667,Married-civ-spouse,Prof-specialty,Wife,0.076881,0.346939,>50K
0.616438,Prof-school,0.933333,Married-civ-spouse,Craft-repair,Husband,0,0.44898,>50K
0.657534,HS-grad,0.533333,Separated,?,Not-in-family,0,0.397959,<=50K
0.383562,Assoc-voc,0.666667,Married-civ-spouse,Craft-repair,Husband,0,0.397959,>50K
0.410959,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,0,0.377551,>50K
0.356164,Assoc-acdm,0.733333,Married-civ-spouse,Sales,Husband,0,0.397959,<=50K
0.09589,Some-college,0.6,Never-married,Other-service,Not-in-family,0,0.346939,<=50K
0.369863,HS-grad,0.533333,Separated,Other-service,Unmarried,0,0.387755,<=50K
0.109589,HS-grad,0.533333,Never-married,Exec-managerial,Own-child,0,0.244898,<=50K
0.054795,Some-college,0.6,Never-married,Exec-managerial,Not-in-family,0,0.397959,<=50K
0.164384,Assoc-voc,0.666667,Married-civ-spouse,Prof-specialty,Husband,0,0.428571,<=50K
0.054795,Some-college,0.6,Never-married,Other-service,Not-in-family,0,0.397959,<=50K
0.328767,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,0,0.44898,>50K
0.643836,Bachelors,0.8,Married-civ-spouse,?,Wife,0,0.071429,<=50K
0.520548,Some-college,0.6,Married-civ-spouse,Transport-moving,Husband,0,1,<=50K
0.342466,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0,0.397959,<=50K
0.630137,HS-grad,0.533333,Married-civ-spouse,Farming-fishing,Husband,0,0.346939,<=50K
0.054795,Some-college,0.6,Never-married,Sales,Own-child,0,0.234694,<=50K
0.150685,Assoc-voc,0.666667,Never-married,Sales,Unmarried,0,0.55102,<=50K
0.383562,HS-grad,0.533333,Married-civ-spouse,Sales,Wife,0,0.346939,<=50K
0.054795,HS-grad,0.533333,Never-married,Other-service,Own-child,0,0.397959,<=50K
0.232877,Masters,0.866667,Married-civ-spouse,Prof-specialty,Wife,0,0.397959,>50K
0.493151,12th,0.466667,Never-married,Other-service,Not-in-family,0,0.346939,<=50K
0.383562,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,0,0.397959,<=50K
0.410959,HS-grad,0.533333,Divorced,Priv-house-serv,Not-in-family,0,0.030612,<=50K
0.328767,11th,0.4,Divorced,Exec-managerial,Unmarried,0,0.357143,<=50K
0.246575,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Wife,0,0.295918,>50K
0.356164,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,0,0.5,>50K
0.493151,1st-4th,0.066667,Married-civ-spouse,Other-service,Husband,0,0.316327,<=50K
0.232877,Some-college,0.6,Never-married,Exec-managerial,Not-in-family,0,0.44898,<=50K
0.39726,Assoc-voc,0.666667,Married-civ-spouse,Adm-clerical,Husband,0.051781,0.397959,>50K
0.575342,Assoc-acdm,0.733333,Widowed,Exec-managerial,Not-in-family,0,0.397959,>50K
0.493151,Bachelors,0.8,Divorced,Exec-managerial,Unmarried,0,0.5,<=50K
0.219178,7th-8th,0.2,Separated,Handlers-cleaners,Not-in-family,0,0.346939,<=50K
0.383562,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,0,0.5,<=50K
0.424658,Masters,0.866667,Married-civ-spouse,Sales,Husband,0,0.397959,>50K
0.342466,Some-college,0.6,Divorced,Adm-clerical,Unmarried,0,0.397959,<=50K
0.520548,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,0.051781,0.72449,>50K
0.39726,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,0,0.5,<=50K
0,11th,0.4,Never-married,Sales,Own-child,0,0.153061,<=50K
0.082192,Some-college,0.6,Never-married,Handlers-cleaners,Unmarried,0,0.346939,<=50K
0.054795,HS-grad,0.533333,Never-married,Transport-moving,Not-in-family,0,0.602041,<=50K
0.493151,HS-grad,0.533333,Divorced,Craft-repair,Not-in-family,0,0.397959,<=50K
0.60274,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,0,0.193878,>50K
0.561644,HS-grad,0.533333,Divorced,Other-service,Own-child,0,0.397959,<=50K
0.260274,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0,0.5,<=50K
0.383562,Some-college,0.6,Divorced,Adm-clerical,Unmarried,0,0.377551,<=50K
0.30137,Bachelors,0.8,Married-civ-spouse,Craft-repair,Wife,0,0.295918,>50K
0.30137,Bachelors,0.8,Divorced,Exec-managerial,Not-in-family,0.135501,0.5,>50K
0.424658,Doctorate,1,Married-civ-spouse,Exec-managerial,Wife,0,0.397959,>50K
0.328767,Bachelors,0.8,Married-civ-spouse,Tech-support,Husband,0,0.377551,<=50K
0.178082,Assoc-acdm,0.733333,Married-civ-spouse,Prof-specialty,Husband,0,0.397959,<=50K
0.452055,Assoc-acdm,0.733333,Divorced,Craft-repair,Not-in-family,0,0.44898,<=50K
0.465753,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0.072981,0.479592,>50K
0.082192,Some-college,0.6,Separated,Sales,Unmarried,0,0.397959,<=50K
0.328767,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,0,0.602041,<=50K
0.410959,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Husband,0,0.704082,<=50K
0.465753,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,0,0.55102,<=50K
0.589041,HS-grad,0.533333,Married-civ-spouse,Other-service,Husband,0,0.397959,<=50K
0.465753,Bachelors,0.8,Divorced,Tech-support,Unmarried,0,0.397959,<=50K
0.041096,Some-college,0.6,Never-married,Other-service,Not-in-family,0,0.397959,<=50K
0.164384,HS-grad,0.533333,Never-married,Transport-moving,Own-child,0,0.367347,<=50K
0.342466,Some-college,0.6,Married-civ-spouse,Protective-serv,Husband,0,0.479592,<=50K
0.205479,HS-grad,0.533333,Divorced,Other-service,Not-in-family,0,0.153061,<=50K
0.027397,12th,0.466667,Never-married,Sales,Other-relative,0.01055,0.397959,<=50K
0.232877,Assoc-voc,0.666667,Married-civ-spouse,Adm-clerical,Husband,0,0.44898,>50K
0.424658,HS-grad,0.533333,Widowed,Machine-op-inspct,Not-in-family,0,0.479592,<=50K
0.287671,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,0,0.397959,<=50K
0.287671,Prof-school,0.933333,Never-married,Prof-specialty,Not-in-family,0,0.5,>50K
0.315068,Bachelors,0.8,Married-civ-spouse,Craft-repair,Husband,0,0.5,<=50K
0.30137,Masters,0.866667,Never-married,Exec-managerial,Not-in-family,0,0.5,>50K
0.287671,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,0,0.397959,<=50K
0.123288,Bachelors,0.8,Never-married,Sales,Not-in-family,0,0.397959,<=50K
0.082192,Some-college,0.6,Never-married,Prof-specialty,Own-child,0,0.091837,<=50K
0.041096,5th-6th,0.133333,Never-married,Handlers-cleaners,Other-relative,0,0.397959,<=50K
0.438356,Bachelors,0.8,Married-spouse-absent,Adm-clerical,Not-in-family,0,0.397959,<=50K
0.082192,HS-grad,0.533333,Never-married,Adm-clerical,Own-child,0,0.397959,<=50K
0.410959,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,0,0.44898,>50K
0.356164,Some-college,0.6,Married-civ-spouse,Protective-serv,Husband,0,0.397959,<=50K
0.534247,Some-college,0.6,Divorced,Other-service,Not-in-family,0,0.295918,<=50K
0.589041,11th,0.4,Married-civ-spouse,Farming-fishing,Husband,0,0.346939,<=50K
0.164384,HS-grad,0.533333,Divorced,Sales,Own-child,0,0.397959,<=50K
0.109589,Bachelors,0.8,Never-married,Exec-managerial,Not-in-family,0,0.377551,<=50K
0.30137,Assoc-voc,0.666667,Never-married,Machine-op-inspct,Not-in-family,0,0.397959,<=50K
0.273973,Assoc-voc,0.666667,Never-married,Adm-clerical,Not-in-family,0.04101,0.346939,<=50K
0.287671,Bachelors,0.8,Never-married,Exec-managerial,Not-in-family,0.02202,0.44898,<=50K
0.410959,HS-grad,0.533333,Divorced,Tech-support,Not-in-family,0,0.357143,<=50K
0.452055,Prof-school,0.933333,Divorced,Sales,Not-in-family,0,0.5,>50K
0.643836,HS-grad,0.533333,Married-civ-spouse,Farming-fishing,Husband,0,0.397959,>50K
0.246575,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,0,0.397959,<=50K
0.109589,11th,0.4,Never-married,?,Unmarried,0,0.397959,<=50K
0.342466,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,0,0.438776,>50K
0.465753,Bachelors,0.8,Separated,Prof-specialty,Not-in-family,0,0.397959,<=50K
0.054795,HS-grad,0.533333,Never-married,Other-service,Not-in-family,0,0.397959,<=50K
0.493151,Masters,0.866667,Divorced,Exec-managerial,Not-in-family,0,0.5,>50K
0.164384,Assoc-voc,0.666667,Divorced,Adm-clerical,Not-in-family,0,0.397959,<=50K
0.232877,Prof-school,0.933333,Married-civ-spouse,Exec-managerial,Husband,0.02829,0.5,<=50K
0.273973,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,0,0.5,>50K
0.041096,12th,0.466667,Never-married,Adm-clerical,Own-child,0,0.397959,<=50K
0.013699,Some-college,0.6,Never-married,Exec-managerial,Not-in-family,0,0.5,<=50K
0.547945,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,0.076881,0.44898,>50K
0.410959,Assoc-voc,0.666667,Married-civ-spouse,?,Husband,0,0.397959,>50K
0.136986,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,0.02829,0.397959,<=50K
0.082192,Assoc-voc,0.666667,Never-married,Craft-repair,Not-in-family,0,0.5,<=50K
0.260274,Bachelors,0.8,Divorced,Sales,Not-in-family,0,0.602041,<=50K
0.424658,HS-grad,0.533333,Divorced,Adm-clerical,Other-relative,0,0.397959,<=50K
0.315068,Some-college,0.6,Married-civ-spouse,Machine-op-inspct,Husband,0,0.428571,<=50K
0.465753,Bachelors,0.8,Divorced,Prof-specialty,Not-in-family,0,0.153061,<=50K
0.575342,9th,0.266667,Married-civ-spouse,Other-service,Husband,0,0.397959,<=50K
0.205479,Some-college,0.6,Married-civ-spouse,Sales,Other-relative,0,0.397959,<=50K
0.30137,Some-college,0.6,Divorced,Other-service,Not-in-family,0,0.397959,<=50K
0.205479,HS-grad,0.533333,Married-civ-spouse,Handlers-cleaners,Husband,0,0.397959,<=50K
0.287671,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,0,0.397959,>50K
0.369863,Bachelors,0.8,Never-married,Adm-clerical,Not-in-family,0,0.377551,<=50K
0.465753,HS-grad,0.533333,Married-civ-spouse,Tech-support,Husband,0,0.397959,<=50K
0.506849,HS-grad,0.533333,Never-married,Other-service,Other-relative,0,0.193878,<=50K
0.068493,Some-college,0.6,Never-married,Sales,Not-in-family,0,0.295918,<=50K
0.027397,HS-grad,0.533333,Never-married,Farming-fishing,Own-child,0,0.397959,<=50K
0.191781,Assoc-acdm,0.733333,Married-civ-spouse,Tech-support,Husband,0,0.44898,<=50K
0.493151,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0,0.397959,<=50K
0.150685,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,0,0.44898,<=50K
0.027397,HS-grad,0.533333,Never-married,Protective-serv,Not-in-family,0,0.316327,<=50K
0.315068,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,0,0.397959,>50K
0.054795,Some-college,0.6,Never-married,Adm-clerical,Own-child,0,0.091837,<=50K
0.30137,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,0,0.602041,>50K
0.315068,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,0.072981,0.346939,>50K
0.260274,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Husband,0,0.397959,<=50K
0.013699,9th,0.266667,Never-married,Sales,Own-child,0,0.418367,<=50K
0.205479,Bachelors,0.8,Married-civ-spouse,Sales,Husband,0.076881,0.55102,>50K
0.452055,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Husband,0,0.397959,<=50K
0.013699,11th,0.4,Never-married,Sales,Own-child,0,0.142857,<=50K
0.027397,HS-grad,0.533333,Never-married,Machine-op-inspct,Own-child,0,0.428571,<=50K
0.493151,Some-college,0.6,Divorced,Craft-repair,Not-in-family,0,0.397959,>50K
0.438356,HS-grad,0.533333,Divorced,Other-service,Unmarried,0,0.316327,<=50K
0.315068,Bachelors,0.8,Married-spouse-absent,Transport-moving,Own-child,0,0.44898,<=50K
0.191781,Some-college,0.6,Never-married,Exec-managerial,Own-child,0,0.397959,<=50K
0.410959,HS-grad,0.533333,Married-civ-spouse,Farming-fishing,Husband,0,0.346939,<=50K
0.246575,Some-college,0.6,Married-civ-spouse,Other-service,Husband,0,0.397959,<=50K
0.410959,Some-college,0.6,Never-married,Other-service,Own-child,0,0.193878,<=50K
0.356164,Masters,0.866667,Divorced,Prof-specialty,Not-in-family,0,0.193878,<=50K
0.465753,Some-college,0.6,Never-married,Machine-op-inspct,Not-in-family,0,0.204082,<=50K
0.506849,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,0,0.397959,>50K
0.808219,9th,0.266667,Married-civ-spouse,Other-service,Husband,0,0.295918,<=50K
0.219178,7th-8th,0.2,Never-married,Sales,Not-in-family,0,0.428571,<=50K
0.027397,12th,0.466667,Never-married,Transport-moving,Own-child,0,0.142857,<=50K
0.438356,Assoc-voc,0.666667,Married-civ-spouse,Craft-repair,Husband,0.050131,0.397959,<=50K
0.123288,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,0,0.397959,<=50K
0.082192,Some-college,0.6,Never-married,Other-service,Own-child,0,0.142857,<=50K
0.438356,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0.072981,0.397959,>50K
0.09589,Some-college,0.6,Never-married,Sales,Not-in-family,0,0.653061,<=50K
0.424658,HS-grad,0.533333,Never-married,Sales,Own-child,0,0.397959,<=50K
0.260274,Some-college,0.6,Married-civ-spouse,Protective-serv,Husband,0,0.397959,<=50K
0.219178,12th,0.466667,Separated,Adm-clerical,Unmarried,0.01471,0.397959,<=50K
0.191781,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,0.150242,0.479592,>50K
0.493151,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,0,0.438776,>50K
0.068493,Bachelors,0.8,Never-married,Adm-clerical,Own-child,0,0.091837,<=50K
0.356164,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0,0.397959,<=50K
0.191781,Assoc-acdm,0.733333,Married-civ-spouse,Adm-clerical,Husband,0,0.397959,<=50K
0.493151,Masters,0.866667,Divorced,Prof-specialty,Not-in-family,0,0.397959,<=50K
0.260274,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,0,0.44898,<=50K
0.410959,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,0,0.397959,>50K
0.479452,Some-college,0.6,Married-civ-spouse,Prof-specialty,Husband,0,0.397959,>50K
0.30137,HS-grad,0.533333,Divorced,Machine-op-inspct,Unmarried,0,0.397959,<=50K
0.09589,Bachelors,0.8,Never-married,Sales,Own-child,0,0.397959,<=50K
0,10th,0.333333,Never-married,Protective-serv,Own-child,0,0.397959,<=50K
0.493151,Masters,0.866667,Married-civ-spouse,Prof-specialty,Wife,0.150242,0.397959,>50K
0.054795,Some-college,0.6,Never-married,Sales,Own-child,0,0.397959,<=50K
0.164384,Bachelors,0.8,Never-married,Prof-specialty,Own-child,0,0.642857,>50K
0.232877,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,0,0.397959,<=50K
0.150685,Some-college,0.6,Never-married,Adm-clerical,Not-in-family,0,0.397959,<=50K
0.60274,Bachelors,0.8,Married-civ-spouse,Sales,Husband,0,0.397959,>50K
0.041096,HS-grad,0.533333,Married-civ-spouse,Handlers-cleaners,Husband,0,0.602041,<=50K
0.410959,HS-grad,0.533333,Married-civ-spouse,Tech-support,Husband,0,0.397959,<=50K
0.315068,Bachelors,0.8,Married-civ-spouse,Sales,Husband,0,0.44898,>50K
0.123288,Some-college,0.6,Never-married,Other-service,Own-child,0,0.091837,<=50K
0.493151,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,0,0.397959,>50K
0.123288,Bachelors,0.8,Never-married,Sales,Not-in-family,0,0.5,<=50K
0.30137,Prof-school,0.933333,Married-civ-spouse,Sales,Husband,0,1,>50K
0,11th,0.4,Never-married,Prof-specialty,Own-child,0,0.142857,<=50K
0.39726,Doctorate,1,Never-married,Prof-specialty,Not-in-family,0,0.397959,>50K
0.232877,Bachelors,0.8,Married-civ-spouse,Sales,Husband,0.150242,0.397959,>50K
0.383562,Bachelors,0.8,Divorced,Prof-specialty,Not-in-family,0,0.44898,<=50K
0.082192,HS-grad,0.533333,Never-married,Adm-clerical,Own-child,0,0.153061,<=50K
0.328767,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0,0.397959,<=50K
0.123288,Bachelors,0.8,Never-married,Sales,Not-in-family,0,0.397959,<=50K
0.150685,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,0,0.030612,<=50K
0.013699,11th,0.4,Never-married,Sales,Own-child,0,0.142857,<=50K
0.287671,HS-grad,0.533333,Never-married,Prof-specialty,Not-in-family,0,0.397959,>50K
0.671233,Assoc-voc,0.666667,Widowed,?,Not-in-family,0.02964,0.295918,<=50K
0.150685,Bachelors,0.8,Married-civ-spouse,Sales,Husband,0,0.397959,>50K
0.438356,Masters,0.866667,Never-married,Prof-specialty,Not-in-family,0,0.397959,>50K
0.164384,Bachelors,0.8,Never-married,Sales,Not-in-family,0,0.397959,<=50K
0.356164,Masters,0.866667,Married-civ-spouse,Exec-managerial,Wife,0,0.5,>50K
0.232877,Masters,0.866667,Never-married,Prof-specialty,Unmarried,0,0.397959,<=50K
0.178082,Assoc-voc,0.666667,Married-civ-spouse,Sales,Husband,0,0.44898,>50K
0.109589,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,0,0.397959,>50K
0.136986,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,0,0.397959,<=50K
0.109589,HS-grad,0.533333,Never-married,Sales,Own-child,0,0.397959,<=50K
0.068493,Some-college,0.6,Never-married,Adm-clerical,Own-child,0,0.397959,<=50K
0.123288,HS-grad,0.533333,Never-married,Adm-clerical,Own-child,0,0.397959,<=50K
0.438356,HS-grad,0.533333,Married-civ-spouse,Protective-serv,Husband,0,0.397959,<=50K
0.369863,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0.03137,0.5,<=50K
0.273973,Assoc-acdm,0.733333,Married-civ-spouse,Farming-fishing,Husband,0.02105,0.5,<=50K
0.30137,Bachelors,0.8,Never-married,Exec-managerial,Other-relative,0,0.44898,<=50K
0.219178,HS-grad,0.533333,Divorced,Transport-moving,Unmarried,0,0.397959,<=50K
0.328767,Masters,0.866667,Married-civ-spouse,Sales,Wife,0,0.346939,>50K
0.657534,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,1,0.397959,>50K
0.315068,Bachelors,0.8,Never-married,Sales,Not-in-family,0,0.530612,<=50K
0.123288,Bachelors,0.8,Married-civ-spouse,?,Wife,0,0.193878,<=50K
0.191781,Some-college,0.6,Never-married,Protective-serv,Not-in-family,0,0.397959,<=50K
0.150685,Some-college,0.6,Never-married,Exec-managerial,Not-in-family,0,0.397959,<=50K
0.739726,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,0,0.520408,<=50K
0.109589,Bachelors,0.8,Never-married,Adm-clerical,Not-in-family,0,0.397959,<=50K
0.109589,7th-8th,0.2,Married-civ-spouse,Craft-repair,Husband,0,0.602041,<=50K
0.027397,Some-college,0.6,Married-civ-spouse,?,Wife,0,0.295918,<=50K
0.260274,Prof-school,0.933333,Married-civ-spouse,Craft-repair,Husband,0,0.602041,<=50K
0.534247,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,0,0.397959,<=50K
0.232877,Some-college,0.6,Married-civ-spouse,Machine-op-inspct,Husband,0,0.397959,<=50K
0.30137,Bachelors,0.8,Married-civ-spouse,Craft-repair,Husband,0,0.397959,>50K
0.191781,Prof-school,0.933333,Divorced,Prof-specialty,Not-in-family,0,0.44898,>50K
0.068493,HS-grad,0.533333,Never-married,Adm-clerical,Own-child,0,0.193878,<=50K
0.369863,Some-college,0.6,Never-married,Craft-repair,Not-in-family,0,0.377551,<=50K
0.589041,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,0,0.44898,<=50K
0.657534,11th,0.4,Divorced,Machine-op-inspct,Other-relative,0,0.397959,<=50K
0.369863,Some-college,0.6,Married-civ-spouse,Sales,Husband,0,0.5,>50K
0.493151,HS-grad,0.533333,Divorced,Exec-managerial,Not-in-family,0,0.397959,<=50K
0.150685,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,0,0.397959,<=50K
0.328767,Bachelors,0.8,Divorced,Exec-managerial,Unmarried,0,0.44898,<=50K
0.315068,HS-grad,0.533333,Divorced,Adm-clerical,Unmarried,0,0.142857,<=50K
0.246575,11th,0.4,Married-civ-spouse,Sales,Wife,0,0.397959,<=50K
0.328767,9th,0.266667,Married-civ-spouse,Sales,Wife,0,0.704082,<=50K
0.150685,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0,0.346939,<=50K
0.493151,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0,0.397959,<=50K
0.123288,Some-college,0.6,Never-married,Other-service,Own-child,0,0.44898,<=50K
0.150685,HS-grad,0.533333,Never-married,Transport-moving,Own-child,0,0.397959,<=50K
0.136986,Some-college,0.6,Divorced,Craft-repair,Unmarried,0,0.397959,<=50K
0.136986,HS-grad,0.533333,Never-married,Adm-clerical,Not-in-family,0,0.071429,<=50K
0.123288,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0,0.397959,>50K
0.493151,HS-grad,0.533333,Widowed,Sales,Not-in-family,0,0.346939,<=50K
0.232877,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,0,0.397959,>50K
0.452055,Masters,0.866667,Never-married,Prof-specialty,Not-in-family,0,0.5,<=50K
0.178082,HS-grad,0.533333,Divorced,Adm-clerical,Unmarried,0,0.622449,<=50K
0.410959,HS-grad,0.533333,Separated,Craft-repair,Unmarried,0,0.397959,<=50K
0.136986,HS-grad,0.533333,Never-married,?,Not-in-family,0,0.397959,<=50K
0.520548,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,0,0.397959,<=50K
0.054795,Some-college,0.6,Never-married,Other-service,Own-child,0,0.285714,<=50K
0.246575,Some-college,0.6,Never-married,Transport-moving,Own-child,0,0.397959,<=50K
0.191781,12th,0.466667,Married-civ-spouse,Sales,Wife,0,0.5,<=50K
0.30137,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,0,0.602041,>50K
0.178082,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,0,0.55102,<=50K
0.30137,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,0,0.397959,>50K
0.027397,Some-college,0.6,Never-married,Sales,Own-child,0,0.193878,<=50K
0.109589,HS-grad,0.533333,Married-spouse-absent,?,Not-in-family,0,0.397959,<=50K
0.547945,HS-grad,0.533333,Married-civ-spouse,Other-service,Husband,0,0.602041,<=50K
0.054795,Some-college,0.6,Never-married,Prof-specialty,Other-relative,0,0.193878,<=50K
0.178082,7th-8th,0.2,Widowed,?,Not-in-family,0,0.438776,<=50K
0.109589,Some-college,0.6,Never-married,Other-service,Not-in-family,0,0.214286,<=50K
